genus,species,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date
Streptococcus,pneumoniae,ERR051930,Resistant,ERY,NA,256,mg/L,Broth dilution,NA,CLSI,2013,24957517,NA,China,NA
Streptococcus,pneumoniae,ERR051948,Resistant,ERY,NA,64,mg/L,Broth dilution,NA,CLSI,2013,24957517,Pneumonia,USA,NA
Streptococcus,pneumoniae,ERR051978,Resistant,ERY,NA,1,mg/L,Broth dilution,NA,CLSI,2013,NA,Pneumonia,Turkey,NA
Streptococcus,pneumoniae,ERR051982,Resistant,ERY,NA,8,mg/L,Broth dilution,NA,CLSI,2013,NA,NA,Turkey,NA
Streptococcus,pneumoniae,ERR051990,Resistant,ERY,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,NA,China,NA
Streptococcus,pneumoniae,ERR051993,Resistant,ERY,NA,64,mg/L,Broth dilution,NA,CLSI,2013,NA,NA,China,NA
Streptococcus,pneumoniae,ERR051994,Resistant,ERY,NA,32,mg/L,Broth dilution,NA,CLSI,2013,NA,NA,China,NA
Streptococcus,pneumoniae,ERR051995,Resistant,ERY,NA,8,mg/L,Broth dilution,NA,CLSI,2013,NA,NA,China,NA
Streptococcus,pneumoniae,ERR051996,Resistant,ERY,NA,32,mg/L,Broth dilution,NA,CLSI,2013,NA,NA,China,NA
Streptococcus,pneumoniae,ERR051999,Resistant,ERY,NA,16,mg/L,Broth dilution,NA,CLSI,2013,NA,NA,China,NA
Streptococcus,pneumoniae,ERR052017,Resistant,ERY,NA,256,mg/L,Broth dilution,NA,CLSI,2013,24957517,NA,USA,NA
Streptococcus,pneumoniae,ERR052023,Resistant,ERY,NA,256,mg/L,Broth dilution,NA,CLSI,2013,24957517,NA,China,NA
Streptococcus,pneumoniae,ERR052024,Resistant,ERY,NA,4,mg/L,Broth dilution,NA,CLSI,2013,NA,NA,China,NA
Streptococcus,pneumoniae,ERR052039,Resistant,ERY,NA,2,mg/L,Broth dilution,NA,CLSI,2013,NA,NA,China,NA
Streptococcus,pneumoniae,ERR052325,Resistant,ERY,NA,128,mg/L,Broth dilution,NA,CLSI,2013,24957517,Meningitis,NA,NA
Streptococcus,pneumoniae,ERR052331,Resistant,ERY,NA,128,mg/L,Broth dilution,NA,CLSI,2013,24957517,Pneumonia,NA,NA
Streptococcus,pneumoniae,ERR052438,Resistant,ERY,NA,32,mg/L,Broth dilution,NA,CLSI,2013,24957517,NA,Spain,NA
Streptococcus,pneumoniae,ERR052464,Resistant,ERY,NA,128,mg/L,Broth dilution,NA,CLSI,2013,24957517,Sepsis,Germany,NA
Streptococcus,pneumoniae,ERR052465,Resistant,ERY,NA,16,mg/L,Broth dilution,NA,CLSI,2013,24957517,Fever,Germany,NA
Streptococcus,pneumoniae,ERR052466,Resistant,ERY,NA,64,mg/L,Broth dilution,NA,CLSI,2013,24957517,Meningitis,Germany,NA
Streptococcus,pneumoniae,ERR052467,Resistant,ERY,NA,128,mg/L,Broth dilution,NA,CLSI,2013,24957517,NA,Germany,NA
Streptococcus,pneumoniae,ERR052526,Resistant,ERY,NA,32,mg/L,Broth dilution,NA,CLSI,2013,24957517,NA,Spain,NA
Staphylococcus,aureus,ERR053008,Resistant,ERY,NA,NA,NA,Disk diffusion,NA,CLSI,2013,25903077,NA,Singapore,NA
Staphylococcus,aureus,ERR053016,Resistant,ERY,NA,NA,NA,Disk diffusion,NA,CLSI,2013,25903077,NA,Singapore,NA
Staphylococcus,aureus,ERR053018,Resistant,ERY,NA,NA,NA,Disk diffusion,NA,CLSI,2013,25903077,NA,Singapore,NA
Staphylococcus,aureus,ERR053022,Resistant,ERY,NA,NA,NA,Disk diffusion,NA,CLSI,2013,25903077,NA,Singapore,NA
Staphylococcus,aureus,ERR053025,Resistant,ERY,NA,NA,NA,Disk diffusion,NA,CLSI,2013,25903077,NA,Singapore,NA
Staphylococcus,aureus,ERR053031,Resistant,ERY,NA,NA,NA,Disk diffusion,NA,CLSI,2013,25903077,NA,Singapore,NA
Staphylococcus,aureus,ERR053032,Resistant,ERY,NA,NA,NA,Disk diffusion,NA,CLSI,2013,25903077,NA,Singapore,NA
Staphylococcus,aureus,ERR053034,Resistant,ERY,NA,NA,NA,Disk diffusion,NA,CLSI,2013,25903077,NA,Singapore,NA
Staphylococcus,aureus,ERR053035,Resistant,ERY,NA,NA,NA,Disk diffusion,NA,CLSI,2013,25903077,NA,Singapore,NA
Staphylococcus,aureus,ERR053039,Resistant,ERY,NA,NA,NA,Disk diffusion,NA,CLSI,2013,25903077,NA,Singapore,NA
Staphylococcus,aureus,ERR053046,Resistant,ERY,NA,NA,NA,Disk diffusion,NA,CLSI,2013,25903077,NA,Singapore,NA
Streptococcus,pneumoniae,ERR065293,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065294,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065295,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065296,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065297,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065300,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065301,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065304,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065307,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065309,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065310,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065311,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065312,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065314,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065316,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065317,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065318,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065320,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065325,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065326,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065327,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065328,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065332,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065337,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065339,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065340,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065342,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065344,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065348,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065352,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065353,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065355,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065953,Resistant,ERY,NA,1,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065958,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065959,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065964,Susceptible,ERY,NA,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065969,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR065971,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067960,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067961,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067962,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067963,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067966,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067967,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067969,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067970,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067974,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067975,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067976,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067978,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067979,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067982,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067983,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067985,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067986,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067988,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067990,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067995,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067998,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR067999,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068000,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068001,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068003,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068004,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068005,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068007,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068012,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068019,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068021,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068023,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068026,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068028,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068029,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068030,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068031,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068032,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068033,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068035,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068036,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068038,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068039,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068043,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068044,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068046,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR068049,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069683,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069691,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069693,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069694,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069698,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069699,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069700,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069704,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069705,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069706,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069707,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069708,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069709,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069710,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069712,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069713,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069714,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069716,Susceptible,ERY,<=,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069720,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069724,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069725,Intermediate,ERY,NA,0.50,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069732,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069733,Resistant,ERY,NA,1,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069734,Resistant,ERY,NA,1,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069735,Resistant,ERY,NA,1,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069740,Resistant,ERY,NA,1,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069741,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069744,Resistant,ERY,NA,1,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069747,Resistant,ERY,NA,1,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069748,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069749,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069755,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069757,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069759,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069760,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069761,Intermediate,ERY,NA,0.5,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069762,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069765,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069766,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069767,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069773,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069777,Resistant,ERY,NA,1,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069780,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069781,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069782,Susceptible,ERY,NA,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069786,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069789,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069791,Susceptible,ERY,NA,0.25,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069792,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069793,Resistant,ERY,NA,1,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069796,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069799,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069801,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069806,Susceptible,ERY,NA,0.06,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069809,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069812,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069813,Resistant,ERY,NA,1,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069815,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069817,Resistant,ERY,NA,1,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069819,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069820,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069822,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069824,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069830,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069835,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
Streptococcus,pneumoniae,ERR069837,Susceptible,ERY,<,0.03,mg/L,Broth dilution,NA,CLSI,2013,23644493,nasopharynx,USA,NA
