dataset,accession,assembly_path,status
training,ERR069733,data/camda_amr_2025/processed/assemblies/train/ERR069733.fasta,missing
training,ERR069734,data/camda_amr_2025/processed/assemblies/train/ERR069734.fasta,missing
training,ERR069735,data/camda_amr_2025/processed/assemblies/train/ERR069735.fasta,missing
training,ERR069740,data/camda_amr_2025/processed/assemblies/train/ERR069740.fasta,missing
training,ERR069741,data/camda_amr_2025/processed/assemblies/train/ERR069741.fasta,missing
training,ERR069744,data/camda_amr_2025/processed/assemblies/train/ERR069744.fasta,missing
training,ERR069747,data/camda_amr_2025/processed/assemblies/train/ERR069747.fasta,missing
training,ERR069748,data/camda_amr_2025/processed/assemblies/train/ERR069748.fasta,missing
training,ERR069749,data/camda_amr_2025/processed/assemblies/train/ERR069749.fasta,missing
training,ERR069755,data/camda_amr_2025/processed/assemblies/train/ERR069755.fasta,missing
training,ERR069757,data/camda_amr_2025/processed/assemblies/train/ERR069757.fasta,missing
training,ERR069759,data/camda_amr_2025/processed/assemblies/train/ERR069759.fasta,missing
training,ERR069760,data/camda_amr_2025/processed/assemblies/train/ERR069760.fasta,missing
training,ERR069761,data/camda_amr_2025/processed/assemblies/train/ERR069761.fasta,missing
training,ERR069762,data/camda_amr_2025/processed/assemblies/train/ERR069762.fasta,missing
training,ERR069765,data/camda_amr_2025/processed/assemblies/train/ERR069765.fasta,missing
training,ERR069766,data/camda_amr_2025/processed/assemblies/train/ERR069766.fasta,missing
training,ERR069767,data/camda_amr_2025/processed/assemblies/train/ERR069767.fasta,missing
training,ERR069773,data/camda_amr_2025/processed/assemblies/train/ERR069773.fasta,missing
training,ERR069777,data/camda_amr_2025/processed/assemblies/train/ERR069777.fasta,missing
training,ERR069780,data/camda_amr_2025/processed/assemblies/train/ERR069780.fasta,missing
training,ERR069781,data/camda_amr_2025/processed/assemblies/train/ERR069781.fasta,missing
training,ERR069782,data/camda_amr_2025/processed/assemblies/train/ERR069782.fasta,missing
training,ERR069786,data/camda_amr_2025/processed/assemblies/train/ERR069786.fasta,missing
training,ERR069789,data/camda_amr_2025/processed/assemblies/train/ERR069789.fasta,missing
training,ERR069791,data/camda_amr_2025/processed/assemblies/train/ERR069791.fasta,missing
training,ERR069792,data/camda_amr_2025/processed/assemblies/train/ERR069792.fasta,missing
training,ERR069793,data/camda_amr_2025/processed/assemblies/train/ERR069793.fasta,missing
training,ERR069796,data/camda_amr_2025/processed/assemblies/train/ERR069796.fasta,missing
training,ERR069799,data/camda_amr_2025/processed/assemblies/train/ERR069799.fasta,missing
training,ERR069801,data/camda_amr_2025/processed/assemblies/train/ERR069801.fasta,missing
training,ERR069806,data/camda_amr_2025/processed/assemblies/train/ERR069806.fasta,missing
training,ERR069809,data/camda_amr_2025/processed/assemblies/train/ERR069809.fasta,missing
training,ERR069812,data/camda_amr_2025/processed/assemblies/train/ERR069812.fasta,missing
training,ERR069813,data/camda_amr_2025/processed/assemblies/train/ERR069813.fasta,missing
training,ERR069815,data/camda_amr_2025/processed/assemblies/train/ERR069815.fasta,missing
training,ERR069817,data/camda_amr_2025/processed/assemblies/train/ERR069817.fasta,missing
training,ERR069819,data/camda_amr_2025/processed/assemblies/train/ERR069819.fasta,missing
training,ERR069820,data/camda_amr_2025/processed/assemblies/train/ERR069820.fasta,missing
training,ERR069822,data/camda_amr_2025/processed/assemblies/train/ERR069822.fasta,missing
training,ERR069824,data/camda_amr_2025/processed/assemblies/train/ERR069824.fasta,missing
training,ERR069830,data/camda_amr_2025/processed/assemblies/train/ERR069830.fasta,missing
training,ERR069835,data/camda_amr_2025/processed/assemblies/train/ERR069835.fasta,missing
training,ERR069837,data/camda_amr_2025/processed/assemblies/train/ERR069837.fasta,missing
training,ERR069838,data/camda_amr_2025/processed/assemblies/train/ERR069838.fasta,missing
training,ERR069842,data/camda_amr_2025/processed/assemblies/train/ERR069842.fasta,missing
training,ERR069843,data/camda_amr_2025/processed/assemblies/train/ERR069843.fasta,missing
training,ERR1069824,data/camda_amr_2025/processed/assemblies/train/ERR1069824.fasta,missing
training,ERR1069828,data/camda_amr_2025/processed/assemblies/train/ERR1069828.fasta,missing
training,ERR1069833,data/camda_amr_2025/processed/assemblies/train/ERR1069833.fasta,missing
training,ERR1069836,data/camda_amr_2025/processed/assemblies/train/ERR1069836.fasta,missing
training,ERR1069837,data/camda_amr_2025/processed/assemblies/train/ERR1069837.fasta,missing
training,ERR1069847,data/camda_amr_2025/processed/assemblies/train/ERR1069847.fasta,missing
training,ERR1069871,data/camda_amr_2025/processed/assemblies/train/ERR1069871.fasta,missing
training,ERR1069877,data/camda_amr_2025/processed/assemblies/train/ERR1069877.fasta,missing
training,ERR1069883,data/camda_amr_2025/processed/assemblies/train/ERR1069883.fasta,missing
training,ERR1069887,data/camda_amr_2025/processed/assemblies/train/ERR1069887.fasta,missing
training,ERR1069892,data/camda_amr_2025/processed/assemblies/train/ERR1069892.fasta,missing
training,ERR1069937,data/camda_amr_2025/processed/assemblies/train/ERR1069937.fasta,missing
training,ERR1069939,data/camda_amr_2025/processed/assemblies/train/ERR1069939.fasta,missing
training,ERR1069942,data/camda_amr_2025/processed/assemblies/train/ERR1069942.fasta,missing
training,ERR1069971,data/camda_amr_2025/processed/assemblies/train/ERR1069971.fasta,missing
training,ERR1069975,data/camda_amr_2025/processed/assemblies/train/ERR1069975.fasta,missing
training,ERR1069976,data/camda_amr_2025/processed/assemblies/train/ERR1069976.fasta,missing
training,ERR1069982,data/camda_amr_2025/processed/assemblies/train/ERR1069982.fasta,missing
training,ERR1069985,data/camda_amr_2025/processed/assemblies/train/ERR1069985.fasta,missing
training,ERR1069995,data/camda_amr_2025/processed/assemblies/train/ERR1069995.fasta,missing
training,ERR1070008,data/camda_amr_2025/processed/assemblies/train/ERR1070008.fasta,missing
training,ERR1070011,data/camda_amr_2025/processed/assemblies/train/ERR1070011.fasta,missing
training,ERR1070024,data/camda_amr_2025/processed/assemblies/train/ERR1070024.fasta,missing
training,ERR1070032,data/camda_amr_2025/processed/assemblies/train/ERR1070032.fasta,missing
training,ERR1070042,data/camda_amr_2025/processed/assemblies/train/ERR1070042.fasta,missing
training,ERR1070066,data/camda_amr_2025/processed/assemblies/train/ERR1070066.fasta,missing
training,ERR1070067,data/camda_amr_2025/processed/assemblies/train/ERR1070067.fasta,missing
training,ERR1070103,data/camda_amr_2025/processed/assemblies/train/ERR1070103.fasta,missing
training,ERR1143670,data/camda_amr_2025/processed/assemblies/train/ERR1143670.fasta,missing
training,ERR1143686,data/camda_amr_2025/processed/assemblies/train/ERR1143686.fasta,missing
training,ERR1197666,data/camda_amr_2025/processed/assemblies/train/ERR1197666.fasta,present
training,ERR1197668,data/camda_amr_2025/processed/assemblies/train/ERR1197668.fasta,missing
training,ERR1197669,data/camda_amr_2025/processed/assemblies/train/ERR1197669.fasta,missing
training,ERR1197670,data/camda_amr_2025/processed/assemblies/train/ERR1197670.fasta,missing
training,ERR1197672,data/camda_amr_2025/processed/assemblies/train/ERR1197672.fasta,missing
training,ERR1197677,data/camda_amr_2025/processed/assemblies/train/ERR1197677.fasta,missing
training,ERR1197682,data/camda_amr_2025/processed/assemblies/train/ERR1197682.fasta,missing
training,ERR1197694,data/camda_amr_2025/processed/assemblies/train/ERR1197694.fasta,missing
training,ERR1218574,data/camda_amr_2025/processed/assemblies/train/ERR1218574.fasta,present
training,ERR1218638,data/camda_amr_2025/processed/assemblies/train/ERR1218638.fasta,missing
training,ERR1218722,data/camda_amr_2025/processed/assemblies/train/ERR1218722.fasta,missing
training,ERR1218738,data/camda_amr_2025/processed/assemblies/train/ERR1218738.fasta,missing
training,ERR1218765,data/camda_amr_2025/processed/assemblies/train/ERR1218765.fasta,missing
training,ERR1218771,data/camda_amr_2025/processed/assemblies/train/ERR1218771.fasta,missing
training,ERR1218772,data/camda_amr_2025/processed/assemblies/train/ERR1218772.fasta,missing
training,ERR1218779,data/camda_amr_2025/processed/assemblies/train/ERR1218779.fasta,missing
training,ERR124220,data/camda_amr_2025/processed/assemblies/train/ERR124220.fasta,missing
training,ERR124222,data/camda_amr_2025/processed/assemblies/train/ERR124222.fasta,missing
training,ERR124223,data/camda_amr_2025/processed/assemblies/train/ERR124223.fasta,missing
training,ERR124225,data/camda_amr_2025/processed/assemblies/train/ERR124225.fasta,missing
training,ERR124226,data/camda_amr_2025/processed/assemblies/train/ERR124226.fasta,missing
training,ERR124227,data/camda_amr_2025/processed/assemblies/train/ERR124227.fasta,missing
training,ERR124233,data/camda_amr_2025/processed/assemblies/train/ERR124233.fasta,missing
training,ERR124237,data/camda_amr_2025/processed/assemblies/train/ERR124237.fasta,missing
training,ERR124238,data/camda_amr_2025/processed/assemblies/train/ERR124238.fasta,missing
training,ERR124239,data/camda_amr_2025/processed/assemblies/train/ERR124239.fasta,missing
training,ERR124243,data/camda_amr_2025/processed/assemblies/train/ERR124243.fasta,missing
training,ERR124244,data/camda_amr_2025/processed/assemblies/train/ERR124244.fasta,missing
training,ERR124247,data/camda_amr_2025/processed/assemblies/train/ERR124247.fasta,missing
training,ERR124249,data/camda_amr_2025/processed/assemblies/train/ERR124249.fasta,missing
training,ERR124250,data/camda_amr_2025/processed/assemblies/train/ERR124250.fasta,missing
training,ERR124251,data/camda_amr_2025/processed/assemblies/train/ERR124251.fasta,missing
training,ERR124252,data/camda_amr_2025/processed/assemblies/train/ERR124252.fasta,missing
training,ERR124253,data/camda_amr_2025/processed/assemblies/train/ERR124253.fasta,missing
training,ERR124256,data/camda_amr_2025/processed/assemblies/train/ERR124256.fasta,missing
training,ERR124258,data/camda_amr_2025/processed/assemblies/train/ERR124258.fasta,missing
training,ERR124265,data/camda_amr_2025/processed/assemblies/train/ERR124265.fasta,missing
training,ERR124267,data/camda_amr_2025/processed/assemblies/train/ERR124267.fasta,missing
training,ERR124269,data/camda_amr_2025/processed/assemblies/train/ERR124269.fasta,missing
training,ERR124271,data/camda_amr_2025/processed/assemblies/train/ERR124271.fasta,missing
training,ERR124272,data/camda_amr_2025/processed/assemblies/train/ERR124272.fasta,missing
training,ERR124274,data/camda_amr_2025/processed/assemblies/train/ERR124274.fasta,missing
training,ERR124277,data/camda_amr_2025/processed/assemblies/train/ERR124277.fasta,missing
training,ERR124278,data/camda_amr_2025/processed/assemblies/train/ERR124278.fasta,missing
training,ERR124279,data/camda_amr_2025/processed/assemblies/train/ERR124279.fasta,missing
training,ERR124281,data/camda_amr_2025/processed/assemblies/train/ERR124281.fasta,missing
training,ERR124286,data/camda_amr_2025/processed/assemblies/train/ERR124286.fasta,missing
training,ERR124294,data/camda_amr_2025/processed/assemblies/train/ERR124294.fasta,missing
training,ERR124299,data/camda_amr_2025/processed/assemblies/train/ERR124299.fasta,missing
training,ERR124300,data/camda_amr_2025/processed/assemblies/train/ERR124300.fasta,missing
training,ERR124302,data/camda_amr_2025/processed/assemblies/train/ERR124302.fasta,missing
training,ERR124303,data/camda_amr_2025/processed/assemblies/train/ERR124303.fasta,missing
training,ERR124308,data/camda_amr_2025/processed/assemblies/train/ERR124308.fasta,missing
training,ERR124311,data/camda_amr_2025/processed/assemblies/train/ERR124311.fasta,missing
training,ERR124317,data/camda_amr_2025/processed/assemblies/train/ERR124317.fasta,missing
training,ERR124319,data/camda_amr_2025/processed/assemblies/train/ERR124319.fasta,missing
training,ERR129029,data/camda_amr_2025/processed/assemblies/train/ERR129029.fasta,missing
training,ERR129031,data/camda_amr_2025/processed/assemblies/train/ERR129031.fasta,missing
training,ERR129036,data/camda_amr_2025/processed/assemblies/train/ERR129036.fasta,missing
training,ERR129037,data/camda_amr_2025/processed/assemblies/train/ERR129037.fasta,missing
training,ERR129038,data/camda_amr_2025/processed/assemblies/train/ERR129038.fasta,missing
training,ERR129041,data/camda_amr_2025/processed/assemblies/train/ERR129041.fasta,missing
training,ERR129042,data/camda_amr_2025/processed/assemblies/train/ERR129042.fasta,missing
training,ERR129044,data/camda_amr_2025/processed/assemblies/train/ERR129044.fasta,missing
training,ERR129047,data/camda_amr_2025/processed/assemblies/train/ERR129047.fasta,missing
training,ERR129049,data/camda_amr_2025/processed/assemblies/train/ERR129049.fasta,missing
training,ERR129051,data/camda_amr_2025/processed/assemblies/train/ERR129051.fasta,missing
training,ERR129055,data/camda_amr_2025/processed/assemblies/train/ERR129055.fasta,missing
training,ERR129060,data/camda_amr_2025/processed/assemblies/train/ERR129060.fasta,missing
training,ERR129063,data/camda_amr_2025/processed/assemblies/train/ERR129063.fasta,missing
training,ERR129066,data/camda_amr_2025/processed/assemblies/train/ERR129066.fasta,missing
training,ERR129067,data/camda_amr_2025/processed/assemblies/train/ERR129067.fasta,missing
training,ERR129073,data/camda_amr_2025/processed/assemblies/train/ERR129073.fasta,missing
training,ERR129076,data/camda_amr_2025/processed/assemblies/train/ERR129076.fasta,missing
training,ERR129079,data/camda_amr_2025/processed/assemblies/train/ERR129079.fasta,missing
training,ERR129082,data/camda_amr_2025/processed/assemblies/train/ERR129082.fasta,missing
training,ERR129090,data/camda_amr_2025/processed/assemblies/train/ERR129090.fasta,missing
training,ERR129092,data/camda_amr_2025/processed/assemblies/train/ERR129092.fasta,missing
training,ERR129093,data/camda_amr_2025/processed/assemblies/train/ERR129093.fasta,missing
training,ERR129095,data/camda_amr_2025/processed/assemblies/train/ERR129095.fasta,missing
training,ERR129098,data/camda_amr_2025/processed/assemblies/train/ERR129098.fasta,missing
training,ERR129099,data/camda_amr_2025/processed/assemblies/train/ERR129099.fasta,missing
training,ERR129104,data/camda_amr_2025/processed/assemblies/train/ERR129104.fasta,missing
training,ERR129106,data/camda_amr_2025/processed/assemblies/train/ERR129106.fasta,missing
training,ERR129108,data/camda_amr_2025/processed/assemblies/train/ERR129108.fasta,missing
